CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
14.793.782/0001-78;2021-02-01;1;1715445.23;37241.11;0;0;1678204.12;46026912;43220000;0;43220000;0;0;0;0;2806912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76313.22;74532.84;0;1780.38;0;80000;0;0;0;0;0;0;0;7201.33;87201.33
14.793.782/0001-78;2021-03-01;1;1551209.84;91846.82;0;0;1459363.02;45936783.81;43220000;0;43220000;0;0;0;0;2716783.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26604.26;26494.26;0;110;0;80000;0;0;0;0;0;0;0;7417.21;87417.21
14.793.782/0001-78;2021-04-01;1;1390530.07;149800.93;0;0;1240729.14;45903013.15;43220000;0;43220000;0;0;0;0;2683013.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29681.56;26494.26;0;3187.3;0;84156.3;0;0;0;0;0;0;0;6562.33;90718.63
14.793.782/0001-78;2021-05-01;1;1114726.69;20237.74;0;0;1094488.95;45854769.35;43220000;0;43220000;0;0;0;0;2634769.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21081.54;19700.86;0;1380.68;0;84156.3;0;0;0;0;0;0;0;5553.66;89709.96
14.793.782/0001-78;2021-06-01;1;946934.39;83652.02;0;0;863282.37;45785693;43220000;0;43220000;0;0;0;0;2565693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20052.86;19700.86;0;352;0;84156.3;0;0;0;0;0;0;0;6000.3;90156.6
14.793.782/0001-78;2021-07-01;1;834928.56;111959.2;0;0;722969.36;46002870.66;43361741.9;0;43361741.9;0;0;0;0;2641128.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49247.76;46650.86;0;2596.9;0;84156.3;0;0;0;0;0;0;0;6243.55;90399.85
14.793.782/0001-78;2021-08-01;1;638215.13;128213.54;0;0;510001.59;45919759.75;43361741.9;0;43361741.9;0;0;0;0;2558017.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49522.06;46650.86;0;2871.2;0;84156.3;0;0;0;0;0;0;0;6257.75;90414.05
14.879.856/0001-93;2021-01-01;2;6198449.8;155.39;0;0;6198294.41;212903901.9;212903901.9;0;212903901.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3153905.64;1418782.12;0;1735123.52;1533562.95;64766.75;0;0;0;0;0;0;84350.59;227565.27;1910245.56
14.879.856/0001-93;2021-02-01;2;6391120.08;128.63;0;0;6390991.45;213014355.54;213014355.54;0;213014355.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3283822.28;1838197.75;0;1445624.53;1791888.68;64561.55;0;0;0;0;0;0;84350.59;141324.55;2082125.37
14.879.856/0001-93;2021-03-01;2;7388888.82;400068.63;0;0;6988820.19;213038501.94;213038501.94;0;213038501.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1768714.39;1845566.83;0;-76852.44;1811464.91;64296.95;0;0;0;0;0;0;84350.59;176763.83;2136876.28
14.879.856/0001-93;2021-04-01;2;6807942.03;198.5;0;0;6807743.53;213038501.94;213038501.94;0;213038501.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1418760.66;1894033.26;0;-475272.6;836196.59;64148.45;0;0;0;0;0;0;84350.59;73830.25;1058525.88
14.879.856/0001-93;2021-05-01;2;6119838.53;198.92;0;0;6119639.61;213046760.98;213046760.98;0;213046760.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2629134.36;2592356.61;0;36777.75;0;63964.85;0;0;0;0;0;0;84350.59;861569.84;1009885.28
14.879.856/0001-93;2021-06-01;2;5852010.73;198.5;0;0;5851812.23;213246760.01;213246760.01;0;213246760.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3150769.68;3119342.02;0;31427.66;150497.67;63708.35;0;0;0;0;0;0;84350.59;534951.25;833507.86
14.879.856/0001-93;2021-07-01;2;5993275.66;198.5;0;0;5993077.16;213348751.97;213348751.97;0;213348751.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4049658.7;3217648.13;0;832010.57;515984.85;80200;0;0;0;0;0;0;84350.59;381888.67;1062424.11
14.879.856/0001-93;2021-08-01;2;6020856.08;198.5;0;0;6020657.58;213401615.15;213401615.15;0;213401615.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3885949.26;2563856.67;0;1322092.59;898938.99;79819.3;0;0;0;0;0;0;84350.59;76149.37;1139258.25
15.006.267/0001-63;2021-01-01;1;337495.67;194.31;0;0;337301.36;26514000;26514000;0;26514000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332589.8;0;0;332589.8;38.7;28307.94;0;0;0;0;0;0;0;278414.88;306761.52
15.006.267/0001-63;2021-02-01;1;225379.68;210.46;0;0;225169.22;25291726.17;25291726.17;0;25291726.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315642.78;0;0;315642.78;38.7;28307.94;0;0;0;0;0;0;0;248991.86;277338.5
15.006.267/0001-63;2021-03-01;1;139026.55;197.19;0;0;138829.36;25291726.17;25291726.17;0;25291726.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298233.2;0;0;298233.2;38.7;28307.94;0;0;0;0;0;0;0;257511.35;285857.99
15.006.267/0001-63;2021-04-01;1;95510.21;198.1;0;0;95312.11;25291726.17;25291726.17;0;25291726.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283890.81;0;0;283890.81;38.7;28307.94;0;0;0;0;0;0;0;170143.98;198490.62
15.006.267/0001-63;2021-05-01;1;295337.1;198.79;0;0;295138.31;25491726.17;25491726.17;0;25491726.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266619.93;0;0;266619.93;38.7;28307.94;0;0;0;0;0;0;0;162887.96;191234.6
15.006.267/0001-63;2021-06-01;1;117530.49;198.1;0;0;117332.39;25607466.24;25607466.24;0;25607466.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250370.73;0;0;250370.73;38.7;28307.94;0;0;0;0;0;0;0;155631.94;183978.58
15.006.267/0001-63;2021-07-01;3;344877.75;198.1;0;0;344679.65;25923206.31;25923206.31;0;25923206.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236811.42;0;0;236811.42;38.7;28307.93;0;0;0;0;0;0;0;148375.92;176722.55
15.006.267/0001-63;2021-08-01;2;275251.64;198.2;0;0;275053.44;25923206.31;25923206.31;0;25923206.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220547.24;0;0;220547.24;38.7;36288.77;0;0;0;0;0;0;0;134875.92;171203.39
15.006.286/0001-90;2021-01-01;1;3878768.13;3135.29;0;0;3875632.84;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1261369.86;1221393.37;0;39976.49;1043640;52291.13;0;0;0;0;0;0;0;18250;1114181.13
15.006.286/0001-90;2021-02-01;1;4061872.52;3633.96;0;0;4058238.56;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1240147.78;1202815.09;0;37332.69;1097160;52163.97;0;0;0;0;0;0;0;96793.52;1246117.49
15.006.286/0001-90;2021-03-01;1;3922808.7;127270.73;0;0;3795537.97;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1378276.68;1308747.41;0;69529.27;1043640;52250.26;0;0;0;0;0;0;0;100019.33;1195909.59
15.006.286/0001-90;2021-04-01;1;4035366.82;4125.72;0;0;4031241.1;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1291891.39;1223553.3;0;68338.09;1016880;50544.98;0;0;0;0;0;0;0;79179.54;1146604.52
15.006.286/0001-90;2021-05-01;1;3870503.64;4461.6;0;0;3866042.04;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1488496.99;1442678.55;0;45818.44;989944.25;50310.54;0;0;0;0;0;0;0;76589.75;1116844.54
15.006.286/0001-90;2021-06-01;1;4158604.31;109749.97;0;0;4048854.34;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1334450.76;1287063.6;0;47387.16;989944.25;50517.55;0;0;0;0;0;0;0;286775.8;1327237.6
15.006.286/0001-90;2021-07-01;1;4754825.36;5742.98;0;0;4749082.38;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1136379.01;1091722.43;0;44656.58;936600;50488.78;0;0;0;0;0;0;0;393163.7;1380252.48
15.006.286/0001-90;2021-08-01;1;4902678.55;6052.95;0;0;4896625.6;266700000;266700000;0;266700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1072889.59;1031641.44;0;41248.15;936600;50413.41;0;0;0;0;0;0;0;447063.7;1434077.11
15.098.422/0001-19;2021-01-01;1;1415229.8;0;0;0;1415229.8;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1090735.91;0;0;1090735.91;0;22352.47;0;0;0;0;0;0;0;1101127.5;1123479.97
15.098.422/0001-19;2021-02-01;1;1198573.44;0;0;0;1198573.44;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;991580.56;0;0;991580.56;0;22352.47;0;0;0;0;0;0;0;998105.32;1020457.79
15.098.422/0001-19;2021-03-01;1;1013783.27;0;0;0;1013783.27;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891637.75;0;0;891637.75;0;22352.47;0;0;0;0;0;0;0;905442.28;927794.75
15.098.422/0001-19;2021-04-01;1;804973.13;0;0;0;804973.13;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798453.07;0;0;798453.07;0;22352.47;0;0;0;0;0;0;0;794510.04;816862.51
15.098.422/0001-19;2021-05-01;1;622148.71;0;0;0;622148.71;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695078.72;0;0;695078.72;0;22352.47;0;0;0;0;0;0;0;694018.12;716370.59
15.098.422/0001-19;2021-06-01;1;413251.8;0;0;0;413251.8;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589648.48;0;0;589648.48;0;22352.47;0;0;0;0;0;0;0;593377.08;615729.55
15.098.422/0001-19;2021-07-01;1;652208.54;0;0;0;652208.54;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497655.46;0;0;497655.46;242031.32;22352.47;0;0;0;0;0;0;0;500714.04;765097.83
15.098.422/0001-19;2021-08-01;1;428794.63;0;0;0;428794.63;113552000;113552000;0;113552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435937.38;0;0;435937.38;0;22352.47;0;0;0;0;0;0;0;408051;430403.47
15.254.249/0001-09;2021-01-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;2528.7;;;2528.7;;2899787.04;;;;;;;;1930816.15;4830603.19
15.254.249/0001-09;2021-02-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;1666.4;;;1666.4;;2959644.28;;;;;;;;1977185.96;4936830.24
15.254.249/0001-09;2021-03-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;1.87;;;1.87;;3019501.52;;;;;;;;2024971.15;5044472.67
15.254.249/0001-09;2021-04-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;2773.9;;;2773.9;;3079358.76;;;;;;;;2077941.63;5157300.39
15.254.249/0001-09;2021-05-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;1275.27;;;1275.27;;3139216;;;;;;;;2127179.55;5266395.55
15.254.249/0001-09;2021-06-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;227.04;;;227.04;;3199073.24;;;;;;;;2177016.73;5376089.97
15.254.249/0001-09;2021-07-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;2488.84;;;2488.84;;3258930.48;;;;;;;;2230531.22;5489461.7
15.254.249/0001-09;2021-08-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;1431.52;;;1431.52;;3318787.72;;;;;;;;2281273.26;5600060.98
15.254.249/0001-09;2021-09-01;1;0;0;;;;80610000;80610000;80610000;;;;;;;;;;;;;;;;;;;;;;;;;1.87;;;1.87;;3378644.96;;;;;;;;2331687.28;5710332.24
15.296.696/0001-12;2021-01-01;1;1836504.96;65611.64;0;0;1770893.32;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838755.75;817044.14;0;21711.61;718382.63;55004.78;0;0;0;0;0;0;0;462842.11;1236229.52
15.296.696/0001-12;2021-02-01;1;1933181.12;125893.02;0;0;1807288.1;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;767391.51;747953.94;0;19437.57;768544.26;49521.93;0;0;0;0;0;0;0;450576.43;1268642.62
15.296.696/0001-12;2021-03-01;1;2026718.62;148507.59;0;0;1878211.03;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;765859.66;750637.73;0;15221.93;816745.29;63267.56;0;0;0;0;0;0;0;514909.52;1394922.37
15.296.696/0001-12;2021-04-01;1;1965989.55;266972.77;0;0;1699016.78;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733001.2;710737.22;0;22263.98;731779.48;55003.17;0;0;0;0;0;0;0;499651.42;1286434.07
15.296.696/0001-12;2021-05-01;1;1965771.98;188999.36;0;0;1776772.62;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;830942.4;812453.66;0;18488.74;731779.48;57796.52;0;0;0;0;0;0;0;440549.72;1230125.72
15.296.696/0001-12;2021-06-01;1;1880180.98;10351.11;0;0;1869829.87;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1074561.61;1058806.78;0;15754.83;777212.78;57831.23;0;0;0;0;0;0;0;440554.09;1275598.1
15.296.696/0001-12;2021-07-01;1;1952463.07;43799.1;0;0;1908663.97;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016670.97;994983;0;21687.97;803172.6;60636.18;0;0;0;0;0;0;0;440904.69;1304713.47
15.296.696/0001-12;2021-08-01;1;1912136.34;1134.17;0;0;1911002.17;171500000;171500000;0;171500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1203780.72;1184921.94;0;18858.78;803172.6;60623.46;0;0;0;0;0;0;0;440903.11;1304699.17
15.333.306/0001-37;2021-01-01;2;2615369.49;8157.33;0;0;2607212.16;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3635531.46;2242464.42;0;1393067.04;1305922.15;38934.25;0;0;0;0;0;0;0;944989.83;2289846.23
15.333.306/0001-37;2021-02-01;1;1656460.98;8155.83;0;0;1648305.15;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4655339.03;1988345.53;0;2666993.5;2870074.72;39026.25;0;0;0;0;0;0;0;530000.93;3439101.9
15.333.306/0001-37;2021-03-01;2;1372839.23;8157.33;0;0;1364681.9;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4566896.83;2057752.71;0;2509144.12;1717614.2;38885.95;0;0;0;0;0;0;0;511200.22;2267700.37
15.333.306/0001-37;2021-04-01;1;1060887.36;8157.33;0;0;1052730.03;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4589771.02;2098437.27;0;2491333.75;1143833.39;45654.9;0;0;0;0;0;0;0;511089.9;1700578.19
15.333.306/0001-37;2021-05-01;1;1423525;8157.33;0;0;1415367.67;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4270853.25;2007369.66;0;2263483.59;1309310.72;45528.4;0;0;0;0;0;0;0;470056.91;1824896.03
15.333.306/0001-37;2021-06-01;1;1913628.87;8155.83;0;0;1905473.04;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4258973.03;2201330.26;0;2057642.77;1765648;45167.3;0;0;0;0;0;0;0;472965.44;2283780.74
15.333.306/0001-37;2021-07-01;2;1146534.4;8155.83;0;0;1138378.57;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4190328.26;2286882.21;0;1903446.05;963391.04;44992.5;0;0;0;0;0;0;0;477774.9;1486158.44
15.333.306/0001-37;2021-08-01;2;1302217.98;8157.33;0;0;1294060.65;296401000;296401000;0;296401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4165056.9;2432719.46;0;1732337.44;967250;45038.5;0;0;0;0;0;0;0;453718.29;1466006.79
15.348.117/0001-38;2021-01-01;1;37314.73;37314.73;0;0;0;45368952.43;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-52764047.57;0;0;0;0;0;10000;0;0;0;0;0;0;0;136578.97;146578.97
15.348.117/0001-38;2021-02-01;1;1314.73;1314.73;0;0;0;45368952.43;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-52764047.57;0;0;0;0;0;10000;0;0;0;0;0;0;0;166688.23;176688.23
15.348.117/0001-38;2021-03-01;1;74373.04;74373.04;0;0;0;45368952.43;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-52764047.57;0;0;0;0;0;10000;0;0;0;0;0;0;0;140105.6;150105.6
15.348.117/0001-38;2021-04-01;1;46549.98;46549.98;0;0;0;45368952.43;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-52764047.57;0;0;0;0;0;10000;0;0;0;0;0;0;0;141558.97;151558.97
15.348.117/0001-38;2021-05-01;1;1014.11;1014.11;0;0;0;45368952.43;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-52764047.57;0;0;0;0;0;10000;0;0;0;0;0;0;0;140832.27;150832.27
15.348.117/0001-38;2021-06-01;1;61108.24;61108.24;0;0;0;42805291.33;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-55327708.67;0;0;0;0;0;10000;0;0;0;0;0;0;0;172105.6;182105.6
15.348.117/0001-38;2021-07-01;1;623.46;623.46;0;0;0;43561897.81;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-54571102.19;0;0;0;0;0;10000;0;0;0;0;0;0;0;199618.7;209618.7
15.348.117/0001-38;2021-08-01;1;151019.58;151019.58;0;0;0;44308702.52;98133000;0;98133000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-53824297.48;0;0;0;0;0;10000;0;0;0;0;0;0;0;230891.07;240891.07
15.394.563/0001-89;2021-01-01;1;17689663.31;3016072.71;0;0;14673590.6;84458882.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1380000;0;0;0;0;0;0;0;0;0;0;0;1875855.8;0;0;1875855.8;16928.32;36188.86;0;0;0;0;0;0;2835454.33;678865.83;3567437.34
15.394.563/0001-89;2021-02-01;1;18128583.85;67566.44;0;0;18061017.41;84149725.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360800;0;0;0;0;0;0;0;0;0;0;0;1883809.99;0;0;1883809.99;16992.32;33411.55;0;0;0;0;0;0;2835454.33;526018.32;3411876.52
15.394.563/0001-89;2021-03-01;1;21017280.72;67566.44;0;0;20949714.28;80712514.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1393200;0;0;0;0;0;0;0;0;0;0;0;2221624.4;0;0;2221624.4;17056.32;43429.51;0;0;0;0;0;0;2279994.67;648551.79;2989032.29
15.394.563/0001-89;2021-04-01;1;22570860.7;67566.44;0;0;22503294.26;79857612.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1395360;0;0;0;0;0;0;0;0;0;0;0;1883723.73;0;0;1883723.73;17140.32;35874.6;0;0;0;0;0;0;2279994.67;759240.54;3092250.13
15.394.563/0001-89;2021-05-01;1;4320875.9;244886.78;0;0;4075989.12;79095347.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1384800;0;0;0;0;0;0;0;0;0;0;0;2495345.25;0;0;2495345.25;17236.32;34354.36;0;0;0;0;0;0;2279994.67;839144.8;3170730.15
15.394.563/0001-89;2021-06-01;1;5340883.15;235859.33;0;0;5105023.82;78238401.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1381320;0;0;0;0;0;0;0;0;0;0;0;1879162.62;0;0;1879162.62;17236.32;34385.69;0;0;0;0;0;0;2279994.67;811944.03;3143560.71
15.394.563/0001-89;2021-07-01;1;6264429.67;67566.44;0;0;6196863.23;76931394.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1384680;0;0;0;0;0;0;0;0;0;0;0;1882458.79;0;0;1882458.79;17236.32;36444.47;0;0;0;0;0;0;2279994.67;366288.5;2699963.96
15.394.563/0001-89;2021-08-01;1;7643809.85;67566.44;0;0;7576243.41;75548964.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1383000;0;0;0;0;0;0;0;0;0;0;0;1879239.09;0;0;1879239.09;17236.32;35901.85;0;0;0;0;0;0;2268146.09;334501.46;2655785.72
15.447.108/0001-02;2021-01-01;2;24962326.71;0;24962326.71;0;0;1633919418.7;1633919418.7;0;1633919418.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36765199.16;27041374.92;0;9723824.24;69296504.97;94810.56;0;0;0;0;0;0;250321.53;140256.1;69781893.16
15.447.108/0001-02;2021-02-01;3;32297215.72;0;32297215.72;0;0;2073583255;1635128317.53;0;1635128317.53;0;0;0;0;0;0;0;0;0;0;0;438454937.47;0;0;0;0;0;0;0;0;0;0;0;36907877.07;28397207.6;0;8510669.47;74941141.83;94842.13;0;0;0;0;0;0;250321.53;4333675.18;79619980.67
15.447.108/0001-02;2021-03-01;3;38353651.62;0;38353651.62;0;0;2094106039.33;1640498142.6;0;1640498142.6;0;0;0;0;0;0;0;0;0;0;0;453607896.73;0;0;0;0;0;0;0;0;0;0;0;36843520.76;15610606.38;0;21232914.38;41228188.67;94774.95;0;0;0;0;0;0;188681.55;21453550;62965195.17
15.447.108/0001-02;2021-04-01;2;3331780.2;0;3331780.2;0;0;2090087686.88;1641049408.23;0;1641049408.23;0;0;0;0;0;0;0;0;0;0;0;449038278.65;0;0;0;0;0;0;0;0;0;0;0;26221903.69;25440999.2;0;780904.49;14507694.62;122869.72;0;0;0;0;0;0;188681.55;48408.08;14867653.97
15.447.108/0001-02;2021-05-01;2;6256749.15;0;6256749.15;0;0;2743780097.57;2292873417.21;0;2292873417.21;0;0;0;0;0;0;0;0;0;0;0;450906680.36;0;0;0;0;0;0;0;0;0;0;0;30266110.74;26873072.68;0;3393038.06;19243972.7;122778.46;0;0;0;0;654420000;0;311961.51;99328.06;674198040.73
15.447.108/0001-02;2021-06-01;3;942942.54;0;942942.54;0;0;2683147799.81;2234941833.3;0;2234941833.3;0;0;0;0;0;0;0;0;0;0;0;448205966.51;0;0;0;0;0;0;0;0;0;0;0;36039122.85;32384235.28;0;3654887.57;16546481.89;122856.12;0;0;0;0;662025000;0;311961.51;990897.97;679997197.49
15.447.108/0001-02;2021-07-01;2;309927.06;0;309927.06;0;0;2685112017.86;2236956900.6;0;2236956900.6;0;0;0;0;0;0;0;0;0;0;0;448155117.26;0;0;0;0;0;0;0;0;0;0;0;46552459.22;25834167.92;0;20718291.3;15327506.99;122393.44;0;0;0;0;670738654.89;0;302860.98;1124777.23;687616193.53
15.447.108/0001-02;2021-08-01;3;11262990.58;0;11262990.58;0;0;2706703457.96;2258601017.08;0;2258601017.08;0;0;0;0;0;0;0;0;0;0;0;448102440.88;0;0;0;0;0;0;0;0;0;0;0;35198363.69;34394108.65;0;804255.04;34210565.82;119254.23;0;0;0;0;679957902.88;0;311961.51;6440183.82;721039868.26
15.447.110/0001-73;2021-01-01;2;240347.93;43122.72;197225.21;0;0;731413101.94;731413101.94;0;731413101.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12570581.1;11440410.02;0;1130171.08;37578746.02;41171.95;0;0;0;0;0;0;33000;200662.68;37853580.65
15.447.110/0001-73;2021-02-01;2;247384.12;87384.11;160000.01;0;0;733483839.28;733483839.28;0;733483839.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12666150.66;11407454.17;0;1258696.49;39249109.06;41204.94;0;0;0;0;0;0;33000;173573.62;39496887.62
