CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
20.265.467/0001-70;2021-04-01;1;411489.68;463.03;0;0;411026.65;25371792.16;25371792.16;0;0;4473792.16;20898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5646135.92;0;5620000;26135.92;0;23888.15;0;0;0;0;0;0;0;203786.29;227674.44
20.265.467/0001-70;2021-05-01;1;407198.2;0;0;0;407198.2;25371792.16;25371792.16;0;0;4473792.16;20898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5595165.3;0;5570000;25165.3;0;23885.6;0;0;0;0;0;0;0;192636.63;216522.23
20.265.467/0001-70;2021-06-01;1;2374223.08;897.7;0;0;2373325.38;25371792.16;25371792.16;0;0;4473792.16;20898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3594518.69;0;3570000;24518.69;0;23888.15;0;0;0;0;0;0;0;194126.87;218015.02
20.265.467/0001-70;2021-07-01;1;435190.97;106.66;0;0;435084.31;25371792.16;25371792.16;0;0;4473792.16;20898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26273.18;0;0;26273.18;89.19;23885.6;0;0;0;0;0;0;0;41744.95;65719.74
20.265.467/0001-70;2021-08-01;1;384179.7;487.12;0;0;383692.58;25371792.16;25371792.16;0;0;4473792.16;20898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25468.45;0;0;25468.45;89.19;23888.15;0;0;0;0;0;0;0;33933.41;57910.75
20.680.775/0001-62;2021-01-01;1;12585251.32;223.24;0;7121412.78;5463615.3;1422577463.48;1102859812.19;0;1102859812.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319717651.29;0;0;0;0;0;0;0;53720593.33;7499493.7;4054380.03;42166719.6;51669075.47;135858.43;0;63824550.34;0;0;0;0;0;14857285.56;130486769.8
20.680.775/0001-62;2021-02-01;1;14943991.41;19043.88;0;7357450.08;7567497.45;1454392963.48;1134057812.19;0;1134057812.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320335151.29;0;0;0;0;0;0;0;56636225.4;7627044.09;5647168.01;43362013.3;56516391.57;135839.65;0;82078165.9;0;0;0;0;0;15424260.63;154154657.75
20.680.775/0001-62;2021-03-01;1;17177486.73;197.12;0;6680179.1;10497110.51;1430057338.46;1172686551.15;0;1172686551.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257370787.31;0;0;0;0;0;0;0;53874160.42;7115660.81;3567047.24;43191452.37;12912896.56;137181.85;0;75109530.13;0;0;0;0;0;15272095.26;103431703.8
20.680.775/0001-62;2021-04-01;1;8325558.87;768067.5;0;6694415.33;863076.04;1444438615.65;1185918723.21;0;1185918723.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258519892.44;0;0;0;0;0;0;0;52776478.68;7325180.65;2412694.59;43038603.44;18385912.4;139767.74;0;72148068.66;0;0;0;0;0;14137410.13;104811158.93
20.680.775/0001-62;2021-05-01;1;13913646.7;196.98;0;6855650.48;7057799.24;1387265832.06;1204221477.21;0;1204221477.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183044354.85;0;0;0;0;0;0;0;155367569.15;7624888.89;104880793.5;42861886.76;23455879.02;140072.95;0;69156751;0;0;0;0;0;14114276.71;106866979.68
20.680.775/0001-62;2021-06-01;1;12630529.81;196.94;0;6876746.29;5753586.58;1392247002.89;1204221477.21;0;1204221477.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188025525.68;0;0;0;0;0;0;0;153956187.06;8054068.66;103209160.6;42692957.8;29365433.07;144968.01;0;49574359.51;0;0;0;0;0;14084685.42;93169446.01
20.680.775/0001-62;2021-07-01;1;12795704.44;196.9;0;7174502.06;5621005.48;1395305659.89;1204221477.21;0;1204221477.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191084182.68;0;0;0;0;0;0;0;153277785.27;8291457.49;102431877.88;42554449.9;5583903.36;146566.43;0;47195830.91;0;0;0;0;0;13768527.54;66694828.24
20.680.775/0001-62;2021-08-01;1;14642406.72;196.59;0;7759402.93;6882807.2;1370841632.6;1204221477.21;0;1204221477.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166620155.39;0;0;0;0;0;0;0;178405179.53;8083948.73;127919626.33;42401604.47;11297660.37;149468.43;0;44655029.47;0;0;0;0;0;13953995.21;70056153.48
20.716.161/0001-93;2021-01-01;1;12406190.87;3607.86;12402583.01;;;50228823.28;0;;;;;;;;;;;;;;4307532.34;;;;;;;;;;;;124401;;;124401;341550;55626.91;;;;;;;;1690.25;398867.16
20.716.161/0001-93;2021-02-01;1;10222556.51;4828.26;10217728.25;;;52305029.5;0;;;;;;;;;;;;;;4298082.43;;;;;;;;;;;;120091.86;;;120091.86;393300;52820.14;;;;;;;;1402.11;447522.25
20.716.161/0001-93;2021-03-01;1;17671596.09;5648.51;17665947.58;;;46097619.35;0;;;;;;;;;;;;;;4287740.6;;;;;;;;;;;;138191.26;;;138191.26;517500;60203.79;;;;;;;;1448.96;579152.75
20.716.161/0001-93;2021-04-01;1;14850120.26;10626.51;14839493.75;;;49990270.86;0;;;;;;;;;;;;;;4258197.64;;;;;;;;;;;;152522.1;;;152522.1;569250;56170.96;;;;;;;;1358.45;626779.41
20.716.161/0001-93;2021-05-01;1;10657285.8;3724.68;10653561.12;;;54598599.91;0;;;;;;;;;;;;;;4268302.64;;;;;;;;;;;;152742.07;;;152742.07;569250;57825.74;;;;;;;;1993.3;629069.04
20.716.161/0001-93;2021-06-01;1;6348413.28;7034.39;6341378.89;;;59015225.01;0;;;;;;;;;;;;;;4253972.12;;;;;;;;;;;;148822.07;;;148822.07;828000;58024.98;;;;;;;;1802.52;887827.5
20.716.161/0001-93;2021-07-01;1;11639867.02;3243.02;11636624;;;53509873.3;0;;;;;;;;;;;;;;4265321.66;;;;;;;;;;;;158860.4;;;158860.4;310500;59452.32;;;;;;;;1351.56;371303.88
20.716.161/0001-93;2021-08-01;1;14383613.11;12222.75;14371390.36;;;51271916.45;0;;;;;;;;;;;;;;4767647.06;;;;;;;;;;;;118041.98;;;118041.98;517500;59441.53;;;;;;;;12638704.21;13215645.74
20.717.355/0001-03;2021-01-01;1;675.61;675.61;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;2732307.24;2751807.24
20.717.355/0001-03;2021-02-01;1;675.61;675.61;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;2732307.24;2751807.24
20.717.355/0001-03;2021-03-01;1;675.61;675.61;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;2732307.24;2751807.24
20.717.355/0001-03;2021-04-01;1;0;0;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;2942938.89;2962438.89
20.717.355/0001-03;2021-05-01;1;0;0;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;3017421.26;3036921.26
20.717.355/0001-03;2021-06-01;1;0;0;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;3017421.26;3036921.26
20.717.355/0001-03;2021-07-01;1;0;0;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;3160577.61;3180077.61
20.717.355/0001-03;2021-08-01;1;0;0;0;0;0;57008001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57008001;0;0;0;0;0;19500;0;0;0;0;0;0;0;3233448.41;3252948.41
20.748.515/0001-81;2021-01-01;1;137014073.35;60116.66;136911164.53;0;42792.16;1526696625.63;1526696625.63;0;1516747012.82;9949612.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14033221.48;11149217.94;0;2884003.54;8128329.55;0;0;62560586.93;0;0;0;0;0;4545931.84;75234848.32
20.748.515/0001-81;2021-02-01;1;131206742.82;60668.39;131103109.59;0;42964.84;1534760479.61;1534760479.61;0;1516747012.82;18013466.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12869769.12;11305104.76;0;1564664.36;7980541.74;0;0;62560586.93;0;0;0;0;0;5646757.81;76187886.48
20.748.515/0001-81;2021-03-01;1;55888321.3;59559.11;55785732.1;0;43030.09;1548454716.13;1548454716.13;0;1523004724.46;25449991.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13250372.07;11759016.12;0;1491355.95;7980541.74;0;0;0;0;0;0;0;0;6890319.19;14870860.93
20.748.515/0001-81;2021-04-01;2;49642401.77;61077.75;49538226.89;0;43097.13;1554026955.98;1554026955.98;0;1523267376.76;30759579.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12475667.72;10899716.72;0;1575951;7980541.74;0;0;0;0;0;0;0;0;5646003.7;13626545.44
20.748.515/0001-81;2021-05-01;1;43318979.06;59863.09;43215912.6;0;43203.37;1559542748.74;1559542748.74;0;1523829934.26;35712814.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12958237.43;11442067.81;0;1516169.62;7980541.74;0;0;0;0;0;0;0;0;4883926.25;12864467.99
20.748.515/0001-81;2021-06-01;1;38449891.82;73910.94;38332653.47;0;43327.41;1563334474.48;1563334474.48;0;1524715460.03;38619014.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13215600.56;11759682.99;0;1455917.57;7980541.74;0;0;0;0;0;0;0;0;4398472.03;12379013.77
20.748.515/0001-81;2021-07-01;1;35036579.11;59341.23;34933766.63;0;43471.25;1566597730.21;1566597730.21;0;1526599513.17;39998217.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13054793.99;11588353.58;0;1466440.41;8423905.17;0;0;0;0;0;0;0;0;3574162.63;11998067.8
20.748.515/0001-81;2021-08-01;1;31523083.47;59553.18;31419885.28;0;43645.01;1570947851.87;1570947851.87;0;1528984005.13;41963846.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13497520.86;12008523.62;0;1488997.24;8423905.17;0;0;0;0;0;0;0;0;4395178.38;12819083.55
20.787.427/0001-99;2021-01-01;1;158575.9;0;0;0;158575.9;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68517.23;0;0;68517.23;0;16745.54;0;0;0;0;0;0;0;60126.54;76872.08
20.787.427/0001-99;2021-02-01;1;88728.05;0;0;0;88728.05;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64258.49;0;0;64258.49;0;16745.54;0;0;0;0;0;0;0;60126.54;76872.08
20.787.427/0001-99;2021-03-01;1;24348.79;0;0;0;24348.79;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59807.22;0;0;59807.22;0;16745.54;0;0;0;0;0;0;0;60126.54;76872.08
20.787.427/0001-99;2021-04-01;1;5332.76;0;0;0;5332.76;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57625.7;0;0;57625.7;0;16745.54;0;0;0;0;0;0;0;44696.1;61441.64
20.787.427/0001-99;2021-05-01;1;12020.46;0;0;0;12020.46;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48227.79;0;0;48227.79;0;16745.54;0;0;0;0;0;0;0;39120;55865.54
20.787.427/0001-99;2021-06-01;1;73931.85;0;0;0;73931.85;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44606.38;0;0;44606.38;0;16745.54;0;0;0;0;0;0;0;39120;55865.54
20.787.427/0001-99;2021-07-01;1;55242.31;0;0;0;55242.31;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42894.54;0;0;42894.54;0;16745.54;0;0;0;0;0;0;0;39120;55865.54
20.787.427/0001-99;2021-08-01;1;23387.89;0;0;0;23387.89;11426640;11426640;0;11426640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39307.21;0;0;39307.21;0;16745.54;0;0;0;0;0;0;0;39120;55865.54
20.990.694/0001-69;2021-01-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3233188.34;;;;;;;;1738946.8;4972135.14
20.990.694/0001-69;2021-02-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3296601.44;;;;;;;;1738946.8;5035548.24
20.990.694/0001-69;2021-03-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3377596.4;;;;;;;;1738946.8;5116543.2
20.990.694/0001-69;2021-04-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3447996.88;;;;;;;;1738946.8;5186943.68
20.990.694/0001-69;2021-05-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3521887.37;;;;;;;;1738946.8;5260834.17
20.990.694/0001-69;2021-06-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3595747.05;;;;;;;;1739721.8;5335468.85
20.990.694/0001-69;2021-07-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3673087.77;;;;;;;;1752673.7;5425761.47
20.990.694/0001-69;2021-08-01;1;520.64;520.64;;;;183000000;0;;;;;;;;;;;;;;;;;;183000000;;;;;;;;0;;;;;3750327.07;;;;;;;;2001179.07;5751506.14
21.044.600/0001-21;2021-01-01;1;8744.82;8744.82;0;0;0;469131075.75;468200000;0;468200000;0;0;0;0;0;0;0;0;0;0;0;0;0;931075.75;0;0;0;0;0;0;0;0;0;3230385.7;3219863.48;0;10522.22;0;32263.22;0;0;0;0;0;0;0;30736.17;62999.39
21.044.600/0001-21;2021-02-01;1;9653.01;9653.01;0;0;0;472294866.42;468200000;0;468200000;0;0;0;0;0;0;0;0;0;0;0;0;0;4094866.42;0;0;0;0;0;0;0;0;0;3227632.14;3219863.48;0;7768.66;0;32263.22;0;0;0;0;0;0;0;17250.08;49513.3
21.044.600/0001-21;2021-03-01;1;3029.57;3029.57;0;0;0;513270890.84;508907447.4;0;508907447.4;0;0;0;0;0;0;0;0;0;0;0;0;0;4363443.44;0;0;0;0;0;0;0;0;0;3650.01;0;0;3650.01;0;32263.22;0;0;0;0;0;0;0;43716.74;75979.96
21.044.600/0001-21;2021-04-01;1;3228786.6;3228786.6;0;0;0;513183851.66;508907447.4;0;508907447.4;0;0;0;0;0;0;0;0;0;0;0;0;0;4276404.26;0;0;0;0;0;0;0;0;0;12298.57;0;0;12298.57;0;32263.22;0;0;0;0;0;0;0;3584.8;35848.02
21.044.600/0001-21;2021-05-01;1;15806.64;15806.64;0;0;0;516404761.46;509052447.4;0;509052447.4;0;0;0;0;0;0;0;0;0;0;0;0;0;7352314.06;0;0;0;0;0;0;0;0;0;3227394.15;3219863.48;0;7530.67;0;32263.22;0;0;0;0;0;0;0;55334.8;87598.02
21.044.600/0001-21;2021-06-01;1;10807.5;10807.5;0;0;0;518121840.95;513963524.41;0;513963524.41;0;0;0;0;0;0;0;0;0;0;0;0;0;4158316.54;0;0;0;0;0;0;0;0;0;6032.48;0;0;6032.48;2387128.96;32263.22;0;0;0;0;0;0;0;3584.8;2422976.98
21.044.600/0001-21;2021-07-01;1;36102.28;36102.28;0;0;0;518466453.62;513963524.41;0;513963524.41;0;0;0;0;0;0;0;0;0;0;0;0;0;4502929.21;0;0;0;0;0;0;0;0;0;1160790.43;1151144.4;0;9646.03;0;32263.22;0;0;0;0;0;0;0;22863.02;55126.24
21.044.600/0001-21;2021-08-01;1;20019.87;20019.87;0;0;0;518863637.15;514413297.57;0;514413297.57;0;0;0;0;0;0;0;0;0;0;0;0;0;4450339.58;0;0;0;0;0;0;0;0;0;5528333.86;5522152.28;0;6181.58;0;32263.22;0;0;0;0;0;0;0;71803.51;104066.73
21.067.825/0001-01;2021-01-01;1;2093021.81;258300.86;0;0;1834720.95;514649135.06;513687334.95;0;0;0;513687334.95;0;0;0;0;0;0;0;0;0;0;0;961800.11;0;0;0;0;0;0;0;0;0;4421343.66;4368573.46;0;52770.2;0;32441.66;0;277574777.03;0;0;0;0;1832657.94;81168.29;279521044.92
21.067.825/0001-01;2021-02-01;1;2449110.17;552398.31;0;0;1896711.86;514779193.43;513785307.27;0;0;0;513785307.27;0;0;0;0;0;0;0;0;0;0;0;993886.16;0;0;0;0;0;0;0;0;0;3993046.48;3942299.2;0;50747.28;0;32441.66;0;276460142.17;0;0;0;0;1893093.23;146098.26;278531775.32
21.067.825/0001-01;2021-03-01;1;1988895.93;7549.56;0;0;1981346.37;575058720.17;573357007.88;0;0;0;573357007.88;0;0;0;0;0;0;0;0;0;0;0;1701712.29;0;0;0;0;0;0;0;0;0;4538569.53;4491669.69;0;46899.84;0;32441.66;0;277619474.7;0;0;0;0;1978258.74;426013.64;280056188.74
21.067.825/0001-01;2021-04-01;1;2258083.31;149104.91;0;0;2108978.4;574137572.16;573481535.96;0;0;0;573481535.96;0;0;0;0;0;0;0;0;0;0;0;656036.2;0;0;0;0;0;0;0;0;0;4703300.19;4696607.19;0;6693;0;32441.66;0;277229180.67;0;0;0;0;2127350.96;222640.28;279611613.57
21.067.825/0001-01;2021-05-01;1;8257716.17;93977.92;0;0;8163738.25;416968172.21;213910523.36;0;0;0;213910523.36;0;0;0;0;0;0;0;0;0;0;0;203057648.85;0;0;0;0;0;0;0;0;0;3864719.34;3861663.5;0;3055.84;0;32441.66;0;110327833.45;0;0;0;0;1469060.21;184106183.61;295935518.93
21.067.825/0001-01;2021-06-01;1;8261542.41;31883.9;0;0;8229658.51;258411780.73;223831982.18;0;0;0;223831982.18;0;0;0;0;0;0;0;0;0;0;0;34579798.55;0;0;0;0;0;0;0;0;0;13795876.14;3389986.24;0;10405889.9;0;32441.66;0;0;14343819.39;0;110518184.02;0;1495646.81;216619.58;126606711.46
21.067.825/0001-01;2021-07-01;1;8429382.59;166672.2;0;0;8262710.39;256931955.49;223831982.18;0;0;0;223831982.18;0;0;0;0;0;0;0;0;0;0;0;33099973.31;0;0;0;0;0;0;0;0;0;7057290.08;3274758.88;0;3782531.2;0;32441.66;0;0;7257804.11;0;110456806.18;0;1507277.58;143169.99;119397499.52
21.067.825/0001-01;2021-08-01;1;8339646.08;34252.46;0;0;8305393.62;260143929.17;223831982.18;0;0;0;223831982.18;0;0;0;0;0;0;0;0;0;0;0;36311946.99;0;0;0;0;0;0;0;0;0;3290733.71;3212318.66;0;78415.05;0;43415.11;0;0;6338474.52;0;110628361.83;0;1525773.78;47355.52;118583380.76
21.085.472/0001-64;2021-01-01;1;567536.92;567536.92;0;0;0;353473761.52;345660733.66;0;345660733.66;0;0;0;0;0;0;0;0;0;0;0;0;0;7813027.86;0;0;0;0;0;0;0;0;0;232771.8;216707.69;0;16064.11;0;32263.22;0;159902840.51;0;0;0;0;0;421091.79;160356195.52
21.085.472/0001-64;2021-02-01;1;569406.76;569406.76;0;0;0;353056018.02;345624210.75;0;345624210.75;0;0;0;0;0;0;0;0;0;0;0;0;0;7431807.27;0;0;0;0;0;0;0;0;0;230747.41;216706.22;0;14041.19;0;32263.22;0;159731769.31;0;0;0;0;0;372093.54;160136126.07
21.085.472/0001-64;2021-03-01;1;9795.46;9795.46;0;0;0;348401818.44;341506624.04;0;341506624.04;0;0;0;0;0;0;0;0;0;0;0;0;0;6895194.4;0;0;0;0;0;0;0;0;0;784309.86;774116.11;0;10193.75;0;32263.22;0;160007796.33;0;0;0;0;0;618273.53;160658333.08
21.085.472/0001-64;2021-04-01;1;92879.24;92879.24;0;0;0;348424606.5;341506624.04;0;341506624.04;0;0;0;0;0;0;0;0;0;0;0;0;0;6917982.46;0;0;0;0;0;0;0;0;0;225787.43;209094.43;0;16693;0;32263.22;0;160013589.63;0;0;0;0;0;137866.24;160183719.09
21.085.472/0001-64;2021-05-01;1;13741.38;13741.38;0;0;0;348433020.07;341509339.04;0;341509339.04;0;0;0;0;0;0;0;0;0;0;0;0;0;6923681.03;0;0;0;0;0;0;0;0;0;194559.39;181503.55;0;13055.84;0;32263.22;0;160109206.93;0;0;0;0;0;337517.64;160478987.79
21.085.472/0001-64;2021-06-01;1;23672.22;23672.22;0;0;0;347101154.3;341600664.94;0;341600664.94;0;0;0;0;0;0;0;0;0;0;0;0;0;5500489.36;0;0;0;0;0;0;0;0;0;946382.83;935762.83;0;10620;0;32263.22;0;6809661.28;0;0;153372722.59;0;0;314270.2;160528917.29
21.085.472/0001-64;2021-07-01;1;20986.19;20986.19;0;0;0;346670714.75;341600664.94;0;341600664.94;0;0;0;0;0;0;0;0;0;0;0;0;0;5070049.81;0;0;0;0;0;0;0;0;0;216059.78;199897.47;0;16162.31;0;32263.22;0;6809661.28;0;0;153445866.7;0;0;68524.4;160356315.6
21.085.472/0001-64;2021-08-01;1;26798.56;26798.56;0;0;0;346589483.46;341716590.6;0;341716590.6;0;0;0;0;0;0;0;0;0;0;0;0;0;4872892.86;0;0;0;0;0;0;0;0;0;258305.72;244837.21;0;13468.51;0;32263.22;0;6775800;0;0;153556470.43;0;0;240305.28;160604838.93
21.085.863/0001-89;2021-01-01;1;415515.58;67196.95;0;0;348318.63;673711362.49;665800000;0;665800000;0;0;0;0;0;0;0;0;0;0;0;0;0;7911362.49;0;0;0;0;0;0;0;0;0;9401952.92;5391070.75;0;4010882.17;0;35719.99;0;326281125.62;0;0;0;0;353816.23;498610.34;327169272.18
21.085.863/0001-89;2021-02-01;1;643997;295417.44;0;0;348579.56;673258003.33;665726918.27;0;665726918.27;0;0;0;0;0;0;0;0;0;0;0;0;0;7531085.06;0;0;0;0;0;0;0;0;0;9516899.64;4877315.54;0;4639584.1;0;35719.99;0;325575722.59;0;0;0;0;354292.23;420779.13;326386513.94
21.085.863/0001-89;2021-03-01;1;645622.06;295979.22;0;0;349642.84;680598742.01;669967321.59;0;669967321.59;0;0;0;0;0;0;0;0;0;0;0;0;0;10631420.42;0;0;0;0;0;0;0;0;0;7571986.09;4752248.08;0;2819738.01;0;35719.99;0;326385143.21;0;0;0;0;354994.33;510680.7;327286538.23
21.085.863/0001-89;2021-04-01;1;521767.58;171725.1;0;0;350042.48;678892239.92;669967321.59;0;669967321.59;0;0;0;0;0;0;0;0;0;0;0;0;0;8924918.33;0;0;0;0;0;0;0;0;0;9420869.46;5168672.22;0;4252197.24;0;35719.99;0;326102496.69;0;0;0;0;355731.99;160178.24;326654126.91
21.085.863/0001-89;2021-05-01;1;749305.13;398399.51;0;0;350905.62;610636713.44;601400000;0;601400000;0;0;0;0;0;0;0;0;0;0;0;0;0;9236713.44;0;0;0;0;0;0;0;0;0;8850141.25;4729147.82;0;4120993.43;0;35719.99;0;295874956.51;0;0;0;0;356683.3;1185540.91;297452900.71
21.085.863/0001-89;2021-06-01;2;1338903.72;987063.84;0;0;351839.88;615026407.49;604633527.14;0;604633527.14;0;0;0;0;0;0;0;0;0;0;0;0;0;10392880.35;0;0;0;0;0;0;0;0;0;8051031.04;4759580.89;0;3291450.15;1999013.8;35719.99;0;222468.12;0;71306.37;295952916.96;0;357770.83;788985.35;299428181.42
21.085.863/0001-89;2021-07-01;1;494214.47;141229.3;0;0;352985.17;612617080.44;604633527.14;0;604633527.14;0;0;0;0;0;0;0;0;0;0;0;0;0;7983553.3;0;0;0;0;0;0;0;0;0;8634139.48;4527112.86;0;4107026.62;0;35719.99;0;222468.12;0;0;295898781.12;0;359043.11;566207.49;297082219.83
21.085.863/0001-89;2021-08-01;1;650949.96;296710.69;0;0;354239.27;613047779.98;604633527.14;0;604633527.14;0;0;0;0;0;0;0;0;0;0;0;0;0;8414252.84;0;0;0;0;0;0;0;0;0;8057988.71;4470874.08;0;3587114.63;0;35719.99;0;222468.12;0;0;296195600.63;0;360565.97;517289.93;297331644.64
21.085.888/0001-82;2021-01-01;1;11451.98;11451.98;0;0;0;8066269.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1669857.44;0;6396412.17;0;0;0;0;0;0;0;3661421.27;0;0;3661421.27;0;25200;0;0;0;0;0;0;0;19210;44410
21.085.888/0001-82;2021-02-01;1;11845.98;11845.98;0;0;0;10024450.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3628038;0;6396412.17;0;0;0;0;0;0;0;3660967.25;0;0;3660967.25;0;25200;0;0;0;0;0;0;0;18407.38;43607.38
21.085.888/0001-82;2021-03-01;1;18248.6;18248.6;0;0;0;6347553.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130304.11;0;6217249.83;0;0;0;0;0;0;0;8160051.5;0;0;8160051.5;0;25200;0;0;0;0;0;0;0;2810;28010
21.085.888/0001-82;2021-04-01;1;17928.03;17928.03;0;0;0;7377751.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100501.21;0;7277249.83;0;0;0;0;0;0;0;7101586.89;0;0;7101586.89;0;25200;0;0;0;0;0;0;0;2810;28010
21.085.888/0001-82;2021-05-01;1;19928.03;19928.03;0;0;0;7347935.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70685.2;0;7277249.83;0;0;0;0;0;0;0;8700716.21;0;0;8700716.21;0;25200;0;0;0;0;0;0;0;2810;28010
