CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
10.410.463/0001-85;2021-08-01;1;2021-08-31;1;;1;;;;;;;;;;;;;;59019047.35;58844294.18;1000000;58.84429418;0.000351;;5E-05;5E-05;;
10.427.246/0001-06;2021-01-01;1;2021-01-29;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;633913560.54;629496623.28;6184274;101.7898985847;5.9E-05;0;0.002913;0.001035;0.001878;0
10.427.246/0001-06;2021-02-01;3;2021-02-28;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;634256313.53;629195834.48;6184274;101.741260894973;6.1E-05;0;0.001855;-0.000478;0.002333;0
10.427.246/0001-06;2021-03-01;1;2021-03-31;4;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;633805434.06;628725457.05;6184274;101.665201;6E-05;0;0.001694;-0.000748;0.002442;0
10.427.246/0001-06;2021-04-01;1;0001-01-01;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;633419355.01;628299849.98;6184274;101.59638;6E-05;0;0.001884;-0.000677;0.002561;0
10.427.246/0001-06;2021-05-01;1;2021-05-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;641186956.98;636086090.98;6184274;102.855419;5.9E-05;0;0.014976;0.012393;0.002583;0
10.427.246/0001-06;2021-06-01;1;2021-06-30;4;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;641846924.81;636339991.18;6184274;102.896474;6.2E-05;0;0.00364;0.000399;0.003241;0
10.427.246/0001-06;2021-07-01;1;2021-07-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;643296380.15;637368278.51;6184274;103.062749;6.2E-05;0;0.005994;0.001616;0.004378;0
10.427.246/0001-06;2021-08-01;1;2021-08-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;644561050.44;640757878.68;6196274;103.410191;6.1E-05;0;0.004455;0.003371;0.001084;0
10.456.799/0001-89;2021-01-01;1;2021-01-31;2;;;;;;;;;;;;;;;;579170723.4;487453087.09;31219;15613.9878628399;9.4E-05;0;-0.003218;-0.003218;0;0
10.456.799/0001-89;2021-02-01;1;2021-02-28;2;;;;;;;;;;;;;;;;580273868.99;488374900.91;31219;15643.5151961946;9.4E-05;0;0.001891;0.001891;0;0
10.456.799/0001-89;2021-03-01;1;2021-03-31;2;;2;;;;;;;;;;;;;;580145016.71;488392432.4;31219;15644.0767609469;9.4E-05;0;3.6E-05;3.6E-05;0;0
10.456.799/0001-89;2021-04-01;2;2021-04-30;2;;;;;;;;;;;;;;;;581842117.61;489593262.21;31219;15682.5414718601;9.3E-05;0;0.002459;0.002459;0;0
10.456.799/0001-89;2021-05-01;1;2021-05-31;2;;;;;;;;;;;;;;;;582624164.68;490419977.62;31219;15709.0226342932;9.3E-05;0;0.001689;0.001689;0;0
10.456.799/0001-89;2021-06-01;1;2021-06-30;2;;2;;;;;;;;;;;;;;577114992;489558143.45;31219;15681.4165556232;9.3E-05;0;-0.000667;-0.001757;0.00109;0
10.456.799/0001-89;2021-07-01;1;2021-07-31;2;;;;;;;;;;;;;;;;578316124.89;491167629.98;31219;15732.9712668567;9.3E-05;0;0.003288;0.003288;0;0
10.456.799/0001-89;2021-08-01;1;2021-08-31;2;;;;;;;;;;;;;;;;579383736.34;493385759.22;31824;15503.5746361237;9.4E-05;0;0.004516;0.004516;0;0
10.456.810/0001-00;2021-01-01;1;2021-01-29;1;293;1;1;;;;;;;;;;;;1;61343275.4;60887482.56;463277;131.427812;0;0;0.00313346;0.0008489;0.00228456;0
10.456.810/0001-00;2021-02-01;1;2021-02-26;1;295;1;1;;;;;;;;;;;;1;61260815.89;60793226.17;463277;131.224356;0;0;-0.00154804;-0.00154804;0;0
10.456.810/0001-00;2021-03-01;1;2021-03-31;300;298;1;;;;;;;;;;;;;1;61699249.33;60795124.28;463277;131.228454;0.000228;0;3.123E-05;3.123E-05;0;0
10.456.810/0001-00;2021-04-01;1;2021-04-30;303;301;1;;;;;;;;;;;;;1;61585193.47;60814190.33;463277;131.269608;0.000198;0;0.00031361;0.00031361;0;0
10.456.810/0001-00;2021-05-01;1;2021-05-31;302;0;0;;;;;;;;;;;;;302;61455755.5;60692337.91;463277;131.006585;0.000208;0;-0.00200369;-0.00200369;0;0
10.456.810/0001-00;2021-06-01;1;2021-06-30;306;0;0;;;;;;;;;;;;;306;61391635.13;60667772.56;463277;130.95356;0.000208;0;0.002190539;-0.00040475;0.002595289;0
10.456.810/0001-00;2021-07-01;1;2021-07-30;318;0;0;;;;;;;;;;;;;318;61570320.46;60889345.05;463277;131.431832;0.000218;0;0.00624857;0.00365223;0.00259634;0
10.456.810/0001-00;2021-08-01;1;2021-08-31;329;0;0;;;;;;;;;;;;;329;61359881.73;60752777.78;463277;131.137047;0.000218;0;0.00019185;-0.00224287;0.00243472;0
10.522.648/0001-81;2021-01-01;2;2021-01-29;52;51;;;;;;;;;;;1;;;;57759757.2;57673789.98;62278;926.070040463727;0.000985;1.1E-05;0.001599;0.001599;0;0
10.522.648/0001-81;2021-02-01;1;2021-02-26;52;51;;;;;;;;;;;1;;;;58703013.94;58475275.68;62278;938.939524069495;0.000971;1.1E-05;0.013897;0.013897;0;0
10.522.648/0001-81;2021-03-01;3;2021-03-31;51;50;;;;;;;;;;;1;;;;60819344.04;58646630.13;62278;941.690968399756;5.18952238731129E-05;;0.00293;0.00293;;
10.522.648/0001-81;2021-04-01;2;2021-04-30;51;;;;;;;;;;;;;;;;58981153.96;58931721.67;62278;946.268693117955;0.000169687898412285;;0.004861;0.004861;;
10.522.648/0001-81;2021-05-01;2;2021-05-31;51;;;;;;;;;;;;;;;;59064330.18;59010629.22;62278;947.535714377469;0.000830310075449828;;0.001338;0.001338;;
10.522.648/0001-81;2021-06-01;2;2021-06-30;51;50;;;;;;;;;;;1;;;;73577875.98;71332997.7;62278;1145.39641125277;0.000140187575490046;;0.208816;0.208816;;
10.522.648/0001-81;2021-07-01;2;2021-07-30;51;;;;;;;;;;;;;;;;73663238.41;71314243.82;62278;1145.09527955297;0.0001402244413506;;0.000718;-0.000262;0.00098;
10.522.648/0001-81;2021-08-01;1;2021-08-31;51;;;;;;;;;;;;;;;;71542852.42;71033416.35;62278;1140.58602315424;0.000140778812477882;;0.002143;-0.003937;0.00608;
10.869.155/0001-12;2021-01-01;1;2021-01-29;4229;4211;10;0;0;0;1;0;1;0;0;0;5;1;0;0;866650428.56;859209279.7;238477;3602.90208154246;0.000207;0;0.004708;0.000654;0.004054;0
10.869.155/0001-12;2021-02-01;1;2021-02-28;4179;4161;10;0;0;0;1;0;1;0;0;0;5;1;0;0;867535916.45;859334636.21;238477;3603.42773605002;0.000207;0;0.003579;0.000146;0.003433;0
10.869.155/0001-12;2021-03-01;1;2021-03-30;4174;4156;9;0;0;0;1;0;1;0;0;0;5;2;0;0;863340230.34;858198969.76;238477;3598.665573;0.000207;0;-0.000752;0.000406;-0.001158;0
10.869.155/0001-12;2021-04-01;2;2021-04-30;4198;4180;10;0;0;0;1;0;1;0;0;0;5;1;0;0;868029275.66;865516627.25;238477;3629.350534;0.000206;0;0.005113;0.005213;-0.0001;0
10.869.155/0001-12;2021-05-01;1;2021-05-31;4170;4151;11;0;0;0;1;0;1;0;0;0;5;1;0;0;869548008.17;867195308.31;238477;3636.389708;0.000206;0;0.002374;0.00194;0.000434;0
10.869.155/0001-12;2021-06-01;2;2021-06-30;4150;4128;13;0;0;0;1;0;1;0;0;0;5;2;0;0;871814367.84;866403867.62;238477;3633.070978;0.000207;0;0.002863;-0.000913;0.003776;0
10.869.155/0001-12;2021-07-01;1;2021-07-30;4131;4108;13;0;0;0;1;0;1;0;0;0;5;3;0;0;874555197.64;866478869.16;238477;3633.38548;0.000206;0;0.003305;8.7E-05;0.003218;0
10.869.155/0001-12;2021-08-01;2;2021-08-31;4092;4068;13;0;0;0;1;0;1;0;0;0;5;4;0;0;875036938.47;866048114.27;238477;3631.579206;0.000206;0;0.003672;-0.000497;0.004169;0
10.991.914/0001-15;2021-01-01;1;2021-01-29;2323;;;;;;;;;;;;;;;;140838059.75;138821676.23;1712950;81.0424567150238;0.000602;9.6E-05;0.011898;0.000607;0.011291;0
10.991.914/0001-15;2021-02-01;1;2021-02-26;2391;;;;;;;;;;;;;;;;140887065.35;138924560.26;1712950;81.102519197875;0.000602;9.5E-05;0.011812;0.000741;0.011071;0
10.991.914/0001-15;2021-03-01;1;2021-03-31;2606;2595;5;;;;;;1;4;;;;1;;;141011149.01;138995510.65;1712950;81.1439391984588;0.000601;0.00011;0.011568;0.000511;0.011057;0
10.991.914/0001-15;2021-04-01;1;2021-04-30;2764;;;;;;;;;;;;;;;;140870902.84;138866128.05;1712950;81.0684071630812;0.000521;9.6E-05;0.01039;-0.000931;0.011321;0
10.991.914/0001-15;2021-05-01;1;2021-05-31;2930;;;;;;;;;;;;;;;;140925903.08;138915815.67;1712950;81.0974142094048;0.000602;0.000101;0.01158;0.000358;0.011222;0
10.991.914/0001-15;2021-06-01;1;2021-06-30;2984;2971;8;;;;;;1;4;;;;;;;141002050.26;138989389.34;1712950;81.1403656499022;0.000601;0.000101;0.011746;0.00053;0.011216;0
10.991.914/0001-15;2021-07-01;1;2021-07-30;3075;;;;;;;;;;;;;;;;141092216.99;139067752.4;1712950;81.1861130797747;0.000601;0.000105;0.011776;0.000564;0.011212;0
10.991.914/0001-15;2021-08-01;1;2021-08-31;3157;;;;;;;;;;;;;;;;141091405.45;139010819.24;1712950;81.1528761726846;0.000975;0.000105;0.011687;0.000409;0.011278;0
11.026.627/0001-38;2021-01-01;1;2021-01-29;262645;262265;346;0;1;0;15;0;3;0;0;0;2;12;0;1;1761370729.09;1742146468.85;20562973;84.722499458128;0.00022;0;0.001187;-0.005652;0.006839;0
11.026.627/0001-38;2021-02-01;1;2021-02-28;267094;266721;340;0;0;0;15;0;4;0;0;0;2;12;0;0;1758081028.43;1740044376.58;20562973;84.6202723983541;0.000218;0;0.005135;-0.001207;0.006342;0
11.026.627/0001-38;2021-03-01;1;2021-03-31;270818;270448;338;0;1;0;14;0;3;0;0;0;4;10;0;0;1731319074.07;1711037350.87;20562973;83.2096288250731;0.000217;0;-0.010045;-0.01667;0.006625;0
11.026.627/0001-38;2021-04-01;1;2021-04-30;279598;279124;421;0;2;0;15;1;5;0;0;0;5;23;0;2;2149355046.09;2130516253.11;25218551;84.482104;0.000176;0;0.020945;0.015292;0.005653;0
11.026.627/0001-38;2021-05-01;1;2021-05-31;282484;282010;422;0;1;0;15;1;5;0;0;0;5;23;0;2;2138553945.94;2119406011.49;25218551;84.041546;0.000212;0;-0.000292;-0.005215;0.004923;0
11.026.627/0001-38;2021-06-01;1;2021-06-30;283571;283136;399;0;0;0;13;0;5;0;0;0;5;13;0;0;2077652628.47;2056916721.02;25186378;81.667825;0.000214;0;-0.023495;-0.028245;0.00475;0
11.026.627/0001-38;2021-07-01;1;2021-07-30;286984;286553;397;0;0;0;12;0;5;0;0;0;4;13;0;0;2071119085.3;2050728587.61;25186378;81.422132;0.000209;0;0.003336;-0.003008;0.006344;0
11.026.627/0001-38;2021-08-01;1;2021-08-31;287251;286847;371;0;0;0;13;0;5;0;0;0;4;11;0;0;2030509591.74;2011493649.2;25186378;79.864348;0.000206;0;-0.013563;-0.019132;0.005569;0
11.044.355/0001-07;2021-01-01;4;2021-01-29;53;;;;;;;;;;;;;;;;294749621.22;293526569.79;16057.07162252;18280.2055499541;6.5E-05;2.3E-05;0.003986;0.00017;0.003816;0
11.044.355/0001-07;2021-02-01;2;2021-02-26;53;;;;;;;;;;;;;;;;294929395.1;293952847.03;16076.70203765;18284.399769405;6.5E-05;2.3E-05;0.003155;0.000229;0.002926;0
11.044.355/0001-07;2021-03-01;2;2021-03-31;53;52;1;;;;;;;;;;;;;;295496098.47;294368717.18;16096.33243905;18287.9372238769;6.5E-05;2.3E-05;0.003591;0.000193;0.003398;0
11.044.355/0001-07;2021-04-01;2;2021-04-30;53;;;;;;;;;;;;;;;;295397314.62;294412892.81;16115.96284337;18268.4023084056;6.5E-05;2.3E-05;0.001816;-0.001068;0.002884;0
11.044.355/0001-07;2021-05-01;1;2021-05-31;53;;;;;;;;;;;;;;;;296187791.59;295203364.69;16135.5932585;18295.1664658807;6.5E-05;2.3E-05;0.004349;0.001465;0.002884;0
11.044.355/0001-07;2021-06-01;1;2021-06-30;53;52;1;;;;;;;;;;;;;;296331470.98;295213506.58;16135.5932585;18295.7950073813;6.5E-05;2.3E-05;0.00332;3.4E-05;0.003286;0
11.044.355/0001-07;2021-07-01;1;2021-07-30;53;;;;;;;;;;;;;;;;296272658.83;295346360.21;1613559;183.040322795758;2.9E-05;1.1E-05;0.003431;0.00045;0.002981;0
11.044.355/0001-07;2021-08-01;1;2021-08-31;53;52;1;;;;;;;;;;;;;;296326975.18;295417573.26;1613559;183.08445694;6.53926E-05;0;0.0032459194;0.000241117;0.0030048024;0
11.160.521/0001-22;2021-01-01;1;2021-01-29;61594;;;;;;;;;;;;;;;;1328313079.29;1308364784.05;12372450;105.748237741919;0.000618;2.5E-05;0.004229;-0.001624;0.005853;0
11.160.521/0001-22;2021-02-01;1;2021-02-26;61629;;;;;;;;;;;;;;;;1325538106.82;1306808981.44;12372450;105.622490407316;0.000565;2.3E-05;0.004674;-0.001189;0.005863;0
11.160.521/0001-22;2021-03-01;1;2021-03-31;60062;59758;249;1;1;;7;;;;;;27;17;;2;1311088518.69;1295007398.86;12372450;104.668630615602;0.00074;2.9E-05;-0.002593;-0.009031;0.006438;0
11.160.521/0001-22;2021-04-01;1;2021-04-30;59513;;;;;;;;;;;;;;;;1311761851.82;1295499170.54;12372450;104.708377931614;0.00066;2.5E-05;0.007259;0.00038;0.006879;0
11.160.521/0001-22;2021-05-01;1;2021-05-31;58993;;;;;;;;;;;;;;;;1309866271.39;1294128523.66;12372450;104.597595759934;0.000682;2.6E-05;0.006105;-0.001058;0.007163;0
11.160.521/0001-22;2021-06-01;1;2021-06-30;58431;58152;215;2;;;7;2;;;;;27;24;;2;1299735103.92;1278167991.36;12372450;103.307589956718;0.000674;2.7E-05;0.00153;-0.012333;0.013863;
11.160.521/0001-22;2021-07-01;1;2021-07-30;59500;;;;;;;;;;;;;;;;1288396580.89;1274219650.32;12372450;102.988466336093;0.000709;2.8E-05;0.004655;-0.003089;0.007744;
11.160.521/0001-22;2021-08-01;1;2021-08-31;59822;;;;;;;;;;;;;;;;1283590081.62;1270258371.42;12372450;102.668297016355;0.000695;2.8E-05;0.004659;-0.003109;0.007768;
11.179.118/0001-45;2021-01-01;1;2021-01-29;5211;5181;28;0;0;0;0;0;0;0;0;0;1;1;0;0;138750928.37;137320927.23;642168;213.839567262772;0.000391;0;0.006329;3.1E-05;0.006298;0
11.179.118/0001-45;2021-02-01;1;2021-02-28;5217;5188;27;0;0;0;0;0;0;0;0;0;1;1;0;0;138756636.14;137326909.71;642168;213.848883329596;0.000391;0;0.006318;4.4E-05;0.006274;0
11.179.118/0001-45;2021-03-01;1;2021-03-31;5150;5120;27;0;0;0;0;0;0;0;0;0;1;2;0;0;138629938.05;137332028.93;642168;213.856855106452;0.00039;0;0.005254;3.7E-05;0.005217;0
11.179.118/0001-45;2021-04-01;1;2021-04-30;5169;5139;28;0;0;0;0;0;0;0;0;0;1;1;0;0;138602329.29;137337148.14;642168;213.864827;0.00039;0;0.005304;9.1E-05;0.005213;0
11.179.118/0001-45;2021-05-01;1;2021-05-31;5135;5106;27;0;0;0;0;0;0;0;0;0;1;1;0;0;138609474.95;137364240.49;642168;213.907016;0.000389;0;0.005301;0.000144;0.005157;0
11.179.118/0001-45;2021-06-01;1;2021-06-30;5217;5190;25;0;0;0;0;0;0;0;0;0;1;1;0;0;138645004.89;137369055.33;642168;213.914514;0.000391;0;0.00533;3.5E-05;0.005295;0
11.179.118/0001-45;2021-07-01;1;2021-07-30;5223;5196;25;0;0;0;0;0;0;0;0;0;1;1;0;0;138647012.6;137387670.17;642168;213.943501;0.000391;0;0.00534;0.000136;0.005204;0
11.179.118/0001-45;2021-08-01;1;2021-08-31;5201;5174;25;0;0;0;0;0;0;0;0;0;1;1;0;0;138675649.91;137392485.01;642168;213.950999;0.000391;0;0.005344;3.5E-05;0.005309;0
11.233.841/0001-65;2021-01-01;1;2021-01-29;1;;;;;;;;;;;;;;;;230926040.74;228165150.67;1529229.79730436;149.202658143463;7.2E-05;3E-05;0.01266;0.01266;0;0
11.233.841/0001-65;2021-02-01;1;2021-02-26;1;;;;;;;;;;;;;;;;237073729.72;234134078.52;1529229.79730436;153.105883061341;6.4E-05;2.9E-05;0.010009;0.010009;0;0
11.233.841/0001-65;2021-03-01;1;2021-03-31;1;;;;;;;;;;;;;1;;;240182997.22;238864489.38;1529229.79730436;156.199212048481;8.2E-05;2.9E-05;0.023493;0.020204;0.003289;0
11.233.841/0001-65;2021-04-01;1;2021-04-30;1;;;;;;;;;;;;;;;;236392102.89;234612744.72;1529229.79730436;153.41889435686;7.3E-05;2.9E-05;0.009775;-0.0178;0.027575;0
11.233.841/0001-65;2021-05-01;1;2021-05-31;1;;;;;;;;;;;;;;;;239451903.2;237588020.09;1529229.79730436;155.364498199556;7.5E-05;2.9E-05;0.012682;0.012682;0;0
11.233.841/0001-65;2021-06-01;1;2021-06-30;1;;;;;;;;;;;;;1;;;241596547.22;239758773.69;1529229.79730436;156.784005983034;7.5E-05;2.9E-05;0.017555;0.009137;0.008418;0
11.233.841/0001-65;2021-07-01;1;2021-07-30;1;;;;;;;;;;;;;;;;244513843.04;242753939.56;1529229.79730436;158.742616700193;7.8E-05;2.8E-05;0.012492;0.012492;0;0
11.233.841/0001-65;2021-08-01;1;2021-08-31;1;;;;;;;;;;;;;;;;247928163.96;245891681.85;1529229.79730436;160.794461554074;7.8E-05;2.8E-05;0.012926;0.012926;0;0
11.260.134/0001-68;2021-01-01;1;2021-01-29;9570;;;;;;;;;;;;;;;;403324363.7;401329503.65;1650000;243.230002212121;0.000467;2.8E-05;0.00462;0.000466;0.004154;0
11.260.134/0001-68;2021-02-01;1;2021-02-26;9671;;;;;;;;;;;;;;;;403372195.03;401396002.52;1650000;243.270304557576;0.000419;2.5E-05;0.004318;0.000166;0.004152;0
11.260.134/0001-68;2021-03-01;1;2021-03-31;9786;9734;33;;;;2;;;;;;8;9;;;403920177.85;401912421.14;1650000;243.583285539394;0.000517;3.2E-05;0.005439;0.001287;0.004152;0
11.260.134/0001-68;2021-04-01;1;2021-04-30;9867;;;;;;;;;;;;;;;;404267366.81;402286702.76;1650000;243.810122884848;0.000447;2.8E-05;0.005077;0.000931;0.004146;0
11.260.134/0001-68;2021-05-01;1;2021-05-31;9950;;;;;;;;;;;;;;;;425753757.68;423466782.77;1753057;241.559049574543;0.000452;2.8E-05;-0.004434;-0.009233;0.004799;0
11.260.134/0001-68;2021-06-01;1;2021-06-30;10010;9957;34;1;;;1;;;;;;8;9;;;425854151.73;422759429.14;1753057;241.155552352262;0.00048;2.9E-05;0.004829;-0.00167;0.006499;
11.260.134/0001-68;2021-07-01;1;2021-07-30;10169;;;;;;;;;;;;;;;;425386933.01;422839824.68;1753057;241.20141254962;0.000503;3.1E-05;0.005373;0.00019;0.005183;
11.260.134/0001-68;2021-08-01;1;2021-08-31;10187;;;;;;;;;;;;;;;;425652514.95;423104071.79;1753057;241.352147585618;0.000501;3.1E-05;0.005807;0.000625;0.005182;
11.268.335/0001-01;2021-01-01;2;2021-01-29;1;;;;;;;;;;;;;;;;135997657.51;130848059.31;156.7160539;834937.1749336;8.032E-05;8.032E-05;0.00194189;0.00194189;0;0
11.268.335/0001-01;2021-02-01;1;2021-02-26;1;;;;;;;;;;;;;;;;136263932.09;131109517.3;156.7160539;836605.5297925;7.457E-05;7.457E-05;0.00199818;0.00199818;0;0
11.268.335/0001-01;2021-03-01;1;2021-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;139609576.58;134441606.15;156.7160539;857867.4794593;5.952E-05;5.952E-05;0.02541455;0.02541455;0;0
11.268.335/0001-01;2021-04-01;1;2021-04-30;1;;;;;;;;;;;;;;;;142818396.67;137643148.02;156.7160539;878296.4131284;6.206E-05;7.831E-05;0.02381362;0.02381362;0;0
11.268.335/0001-01;2021-05-01;1;2021-05-31;1;;;;;;;;;;;;;;;;130848128.76;125781788.84;156.7160539;802609.4692268;5.991E-05;7.768E-05;0.032955;0.008669;0.024286;0.094845
11.268.335/0001-01;2021-06-01;1;2021-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;132771666.19;126367626.46;156.7160539;806347.6798659;5.729E-05;7.498E-05;0.00465757;0.00465757;0;0
11.268.335/0001-01;2021-07-01;1;2021-07-30;1;;;;;;;;;;;;;;;;135900387.5;130810532.58;156.7160539;834697.7181002;5.512E-05;7.224E-05;0.035159;0.035159;0;0
11.268.335/0001-01;2021-08-01;1;2021-08-31;1;;;;;;;;;;;;;;;;136551618.79;131449281.21;156.7160539;838773.5521587;6.039E-05;7.74E-05;0.00488301;0.00488301;0;0
11.274.415/0001-70;2021-01-01;2;2021-01-29;2845;2830;10;0;0;0;0;0;0;0;0;0;1;4;0;0;134532446.84;132421848.81;59245;2235.15653320955;0.000233;0;0.007152;-0.003642;0.010794;0
11.274.415/0001-70;2021-02-01;1;2021-02-28;2826;2809;12;0;0;0;0;0;0;0;0;0;1;4;0;0;134532446.84;132421848.81;59245;2235.15653320955;0.000233;0;0.007152;-0.003642;0.010794;0
11.274.415/0001-70;2021-03-01;2;2021-03-31;2806;2790;11;0;0;0;0;0;0;0;0;0;1;4;0;0;134885375.35;132901773.12;59245;2243.257205;0.000231;0;0.007046;-0.002061;0.009107;0
11.274.415/0001-70;2021-04-01;1;2021-04-30;2838;2820;12;0;0;0;0;0;0;0;0;0;2;4;0;0;135178155.91;133651738.92;1125655;118.732417;0.00023;0;-0.947004;-0.947071;6.7E-05;0
11.274.415/0001-70;2021-05-01;1;2021-05-31;3066;3046;14;0;0;0;0;0;0;0;0;0;2;4;0;0;134236565.39;132504820.48;1125655;117.713527;0.000242;0;-0.002142;-0.008581;0.006439;0
11.274.415/0001-70;2021-06-01;1;2021-06-30;3147;3127;14;0;0;0;0;0;0;0;0;0;2;4;0;0;134516403.59;132496118.28;1125655;117.705796;0.000244;0;0.005631;-6.6E-05;0.005697;0
11.274.415/0001-70;2021-07-01;1;2021-07-30;3186;3163;17;0;0;0;0;0;0;0;0;0;2;4;0;0;134793299.23;132505716.08;1125655;117.714323;0.000245;0;0.005618;7.2E-05;0.005546;0
11.274.415/0001-70;2021-08-01;1;2021-08-31;3450;3426;18;0;0;0;0;0;0;0;0;0;2;4;0;0;133958163.19;132497013.88;1125655;117.706592;0.000255;0;0.006039;-6.6E-05;0.006105;0
11.281.322/0001-72;2021-01-01;1;2021-01-29;1319;;;;;;;;;;;;;;;;46317798.02;46085812.82;195000;236.337501641026;0.000867;9.1E-05;0.002008;0.002008;0;0
11.281.322/0001-72;2021-02-01;1;2021-02-26;1292;;;;;;;;;;;;;;;;46209577.64;45987501.51;195000;235.833341076923;0.000869;9.6E-05;-0.002133;-0.002133;0;0
11.281.322/0001-72;2021-03-01;1;2021-03-31;1268;1249;14;;;;;;;;;;3;2;;;46323569.69;46144422.87;195000;236.638066;0.000866;9.6E-05;0.003412;0.003412;0;0
11.281.322/0001-72;2021-04-01;1;2021-04-30;1255;;;;;;;;;;;;;;;;46446405.56;46245766.08;195000;237.157774769231;0.000892;9.5E-05;0.002196;0.002196;0;0
11.281.322/0001-72;2021-05-01;1;2021-05-31;1230;;;;;;;;;;;;;;;;46562588.25;46355327.15;195000;237.719626410256;0.001138;9.5E-05;0.002369;0.002369;0;0
11.281.322/0001-72;2021-06-01;1;2021-06-30;1221;1202;14;;;;;;;;;;3;2;;;46679194.66;46455023.76;195000;238.230891076923;0.001135;9.5E-05;0.002151;0.002151;0;0
11.281.322/0001-72;2021-07-01;1;2021-07-30;1207;;;;;;;;;;;;;;;;46786049.04;46566715.49;195000;238.803669179487;0.001132;9.5E-05;0.002404;0.002404;0;0
11.281.322/0001-72;2021-08-01;1;2021-08-31;1184;;;;;;;;;;;;;;;;46904748.95;46680842.12;195000;239.388933948718;0.00113;9.5E-05;0.002451;0.002451;0;0
11.326.746/0001-06;2021-01-01;1;2021-01-29;1;;;;;;;;;;;;;;;;405882392.25;405663974.3;17450;23247.2191575931;0.000150418976950796;;0.004599;0.004599;;
11.326.746/0001-06;2021-02-01;1;2021-02-26;1;;;;;;;;;;;;;;;;407841114.16;407608871.97;17450;23358.6746114613;0.000135415894490301;;0.004794;0.004794;;
11.326.746/0001-06;2021-03-01;1;2021-03-31;1;;;;;;;;;;;;;1;;;405579527.96;405329063.07;17450;23228.0265369627;0.000173619773196097;;0.001608;0.001608;;
11.326.746/0001-06;2021-04-01;1;2021-04-30;1;;;;;;;;;;;;;;;;412710889.66;412475621.84;17450;23637.571452149;0.000150099149432923;;0.017631;0.017631;;
11.326.746/0001-06;2021-05-01;1;2021-05-31;1;;;;;;;;;;;;;;;;416196674.76;415952016.09;17450;23836.7917530086;0.000158067246837851;;0.008428;0.008428;;
11.326.746/0001-06;2021-06-01;1;2021-06-30;1;;;;;;;;;;;;;1;;;419951608.29;419700938.09;17450;24051.6296899713;0.000157743798003623;;0.009013;0.009013;;
11.326.746/0001-06;2021-07-01;1;2021-07-30;1;;;;;;;;;;;;;;;;423926691.49;423678659.8;17450;24279.5793581662;0.000165137205713942;;0.009478;0.009478;;
11.326.746/0001-06;2021-08-01;1;2021-08-31;1;;;;;;;;;;;;;;;;427343171.04;427088831.26;17450;24475.0046567335;0.000165424578749964;;0.008049;0.008049;;
11.425.077/0001-20;2021-01-01;1;2021-01-31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;56533972.29;56490801.63;44260.099;1276.33699215178;0.000159;7.5E-05;-0.000955;-0.000955;;
11.425.077/0001-20;2021-02-01;1;2021-02-28;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;56499652.23;56456342.66;44260.099;1275.5584360532;0.000143;5.6E-05;-0.00061;-0.00061;;
11.425.077/0001-20;2021-03-01;1;2021-03-31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;56460725.39;56411819.37;44260.099;1274.55248959113;0.000183;5.9E-05;-0.000789;-0.000789;;
11.425.077/0001-20;2021-04-01;1;2021-04-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;56383735.42;56333621.76;44260.099;1272.78571518785;0.000159;7.6E-05;-0.001386;-0.001386;;
